DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Ec2_A,Ec2_B,Ec3_A,Ec3_B,Sh_A,Sh_B,Price_sqr_meter,Price
27,1.0,44.20068,30.940475,6.630102,11,9.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3610.816,147867.86
32,1.0,40.54006,19.1245,10.0,9,22.0,2003,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,3936.8596,245700.45
124,1.0,45.2201,44.24084,13.0,12,12.0,1974,0.12209035,29,6566,7,1894.0,4,0,0,1,0,1,0,1,3529.4153,180351.78
1,2.0,56.451767,39.516235,8.467766,14,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3813.0303,182031.08
27,1.0,46.324123,32.426888,6.948619,7,1.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3445.3003,147612.53
23,1.0,29.5671,20.69697,4.4350653,6,4.0,1977,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,5397.9087,74012.22
27,2.0,66.34879,62.488785,9.952319,11,1.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3244.2534,220556.03
52,1.0,40.915813,19.50751,10.0,13,22.0,1990,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,3900.7048,173926.78
27,1.0,43.304317,30.313023,6.495648,10,22.0,1977,0.21140121,9,1892,0,0.0,0,1,0,1,0,1,0,1,3685.5566,117801.2
46,1.0,30.65031,18.987778,5.0,2,5.0,1966,0.18878376,31,6137,4,0.0,0,1,0,1,0,1,0,1,5207.142,143665.6
11,1.0,31.309444,24.479166,5.0,1,5.0,1969,0.03869299,28,6533,1,1015.0,2,5,0,1,0,1,0,1,5097.52,134975.0
61,1.0,34.495735,22.295008,5.0,9,9.0,1982,0.30032253,52,10311,6,0.0,1,9,0,1,0,1,0,1,4626.674,176841.33
1,1.0,42.17427,29.52199,10.0,4,17.0,2017,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3784.31,133372.23
34,3.0,89.74196,52.837128,12.0,15,16.0,2002,0.069753364,53,13670,4,0.0,1,11,0,1,0,1,0,1,3224.8367,412142.84
105,2.0,48.605106,35.52782,8.0,13,14.0,1972,0.040242765,25,3478,11,2729.0,3,1,0,1,0,1,0,1,4428.594,203380.67
3,1.0,40.37821,23.802593,8.0,14,16.0,1984,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,3952.64,171077.42
8,2.0,61.22445,31.941643,10.0,6,16.0,1982,0.4581745,26,4439,1,1130.0,1,5,0,1,1,0,0,1,3515.7898,84577.92
9,2.0,54.029392,31.062162,8.0,7,17.0,1992,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3983.985,173834.66
2,1.0,45.859665,19.435692,12.0,6,16.0,2002,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,3480.1936,275696.34
61,4.0,80.21791,53.80409,8.0,3,12.0,1981,0.30032253,52,10311,6,0.0,1,9,0,1,0,1,0,1,4765.4673,317703.2
39,1.0,36.539024,22.63802,9.0,4,12.0,1974,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,4367.947,158589.69
53,2.0,53.49483,33.16681,8.0,12,12.0,1984,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,4023.7961,280842.7
6,2.0,51.037617,35.72633,7.655643,4,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,4217.5225,151179.64
57,2.0,65.04588,45.532116,9.756883,4,17.0,1977,0.40727624,9,1768,0,370.0,0,0,1,0,0,1,1,0,3309.2378,183489.36
169,3.0,91.19152,52.313522,11.0,17,17.0,1998,0.1789168,18,3594,4,192.0,1,5,0,1,0,1,0,1,3173.5752,497262.4
6,1.0,40.24268,28.169876,6.036402,17,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3965.9514,126925.8
17,3.0,75.27626,45.187294,11.291439,19,27.0,2003,0.0,18,3374,5,620.0,1,2,0,1,0,1,0,1,3844.5474,439468.03
177,2.0,50.081207,32.894455,5.0,5,5.0,1965,0.19578105,23,5212,6,0.0,3,2,0,1,0,1,0,1,4298.0654,192001.34
2,1.0,31.0294,18.276468,5.0,2,5.0,1968,0.0,33,7425,1,0.0,2,5,0,1,0,1,0,1,5143.526,133795.84
46,2.0,69.80461,33.82966,12.0,13,16.0,2014,0.18878376,31,6137,4,0.0,0,1,0,1,0,1,0,1,3083.6401,465067.06
27,2.0,53.77799,34.512836,9.0,9,17.0,2012,0.011654127,4,915,0,0.0,0,0,0,1,0,1,0,1,4002.6096,102192.77
62,3.0,99.34827,69.543785,14.902241,8,9.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,2913.0166,192538.88
80,1.0,37.7608,18.876114,10.0,10,22.0,1988,0.0,39,8647,0,810.0,0,5,0,1,0,1,0,1,4226.619,162283.83
114,1.0,33.98965,20.962955,5.098448,5,12.0,1966,0.32701802,12,2270,23,2500.0,1,0,0,1,0,1,0,1,4695.562,187288.0
23,2.0,55.751347,34.651024,8.0,5,4.0,2017,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,3860.9346,99088.4
119,2.0,47.354565,30.7307,5.0,7,9.0,1972,0.000995363,42,7651,1,0.0,1,5,0,1,0,1,0,1,4545.545,176768.36
96,1.0,39.230484,16.580204,9.0,4,14.0,2001,0.041116353,53,14892,4,0.0,1,4,0,1,0,1,0,1,4068.278,171677.73
9,1.0,47.301792,33.111256,7.095269,7,1.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3374.0903,138880.25
5,2.0,62.895664,44.026966,9.43435,8,17.0,2016,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,3422.371,344367.5
31,2.0,106.42769,34.230415,15.964154,4,40.0,2013,0.15134622,32,5889,10,830.0,4,1,0,1,1,0,0,1,2022.5216,624549.4
30,2.0,66.341064,46.438744,9.95116,19,17.0,1977,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,3244.6313,190611.47
23,1.0,30.4561,21.31927,4.568415,2,9.0,2017,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,5240.346,73152.8
107,2.0,56.86919,33.55252,8.0,13,14.0,1971,0.17473908,17,3379,9,100.0,0,3,0,1,0,1,0,1,3785.0425,397417.4
6,1.0,44.965492,31.475843,6.744824,5,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3549.4,124480.62
88,2.0,48.390915,34.498512,6.0,12,12.0,1975,0.1273759,43,8429,3,0.0,3,9,0,1,0,1,0,1,4448.1963,222233.62
23,2.0,52.48808,33.192432,9.0,13,17.0,2011,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,4100.975,101008.76
27,1.0,38.651043,27.055729,5.7976565,7,17.0,1977,0.011654127,4,915,0,0.0,0,0,0,1,0,1,0,1,4129.268,103210.01
27,1.0,47.42635,33.198444,10.0,9,1.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3365.2288,148330.66
9,1.0,37.261265,21.643316,9.0,2,22.0,1990,0.13624443,11,2370,0,0.0,0,1,0,1,0,1,0,1,4283.282,133260.11
3,3.0,59.991615,46.868065,5.0,8,12.0,1974,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,4824.06,214254.55
69,2.0,67.92647,43.145454,11.0,10,12.0,2003,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,3168.9016,424346.44
154,1.0,41.06215,20.874628,10.0,16,25.0,2005,0.4605564,20,4386,14,0.0,1,5,0,1,0,1,0,1,3886.8037,271897.84
32,3.0,79.49981,48.359146,10.0,3,16.0,1984,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,3640.3,394195.84
119,2.0,49.828484,30.081367,5.0,4,5.0,1963,0.000995363,42,7651,1,0.0,1,5,0,1,0,1,0,1,4319.8643,183788.39
98,1.0,30.44769,20.897932,5.0,3,9.0,1974,0.31392455,22,4625,11,3855.0,2,10,0,1,0,1,0,1,5241.794,155144.02
171,3.0,79.43825,58.98953,8.0,5,8.0,1964,0.0,30,7538,87,4702.0,5,5,0,1,0,1,0,1,3643.121,509980.75
26,1.0,54.507572,29.220806,14.0,17,25.0,1977,0.0,36,6714,2,2672.0,0,2,0,1,0,1,0,1,2928.043,301517.9
27,2.0,47.396698,30.958857,7.0,10,12.0,1980,0.07542368,11,3097,0,0.0,0,0,0,1,0,1,0,1,4541.504,167134.2
170,3.0,76.98431,51.661148,7.0,6,6.0,1962,0.21843974,21,4472,6,1450.0,4,7,0,1,0,1,1,0,3759.2488,330459.7
22,2.0,48.94338,31.446669,5.0,4,5.0,1963,0.000995363,42,7651,1,0.0,1,5,0,1,0,1,0,1,4397.986,163202.88
27,1.0,39.236713,23.417776,8.0,3,4.0,2003,0.041116353,53,14892,4,0.0,1,4,0,1,0,1,0,1,4067.632,159549.27
53,3.0,72.92348,47.740864,8.0,11,12.0,1982,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,3968.587,191668.4
1,2.0,71.84481,36.084,11.0,16,25.0,2015,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,2996.073,136526.81
151,1.0,37.53505,15.928747,9.0,2,17.0,2003,0.23610845,16,3893,27,0.0,3,10,0,1,0,1,0,1,4252.0396,183610.47
129,2.0,48.607216,32.92446,6.0,8,9.0,1969,0.020741327,24,5613,5,1340.0,2,5,0,1,0,1,0,1,4428.4023,242651.62
27,1.0,49.759243,47.971466,7.4638867,6,1.0,2015,0.017647052,2,469,0,0.0,0,0,0,1,0,1,0,1,3207.4546,137288.83
2,2.0,46.27655,28.916912,6.0,12,12.0,1968,0.0,33,7425,1,0.0,2,5,0,1,0,1,0,1,4651.4336,222500.61
27,1.0,52.480717,20.391317,15.0,2,18.0,2015,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3041.1267,75960.51
6,1.0,65.10202,64.622604,9.765304,10,9.0,2015,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,2451.5447,175899.98
12,3.0,80.79047,47.340717,10.0,18,16.0,1983,0.0907991,74,19083,2,0.0,5,15,0,1,0,1,0,1,3582.1448,344265.9
17,3.0,129.47502,90.632515,10.0,17,20.0,1977,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,2235.2046,506175.0
6,2.0,52.07619,36.453335,7.811429,5,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,4133.411,171727.81
52,3.0,79.15791,47.393578,10.0,20,22.0,2005,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,3656.023,401305.56
27,2.0,64.52668,45.168674,9.679003,17,19.0,1977,0.21140121,9,1892,0,0.0,0,1,0,1,0,1,0,1,3335.865,143627.53
201,1.0,39.496277,20.436512,9.0,12,12.0,1980,0.08194346,20,2738,20,0.0,1,4,0,1,0,1,0,1,4040.9001,341805.25
85,1.0,44.038525,40.435806,6.605779,15,22.0,1982,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,3624.1113,202321.23
137,3.0,66.67422,43.17476,9.0,8,10.0,1954,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,4340.5557,469792.47
28,1.0,35.637993,19.382057,9.0,4,12.0,1965,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,4478.3813,184244.0
31,1.0,32.955856,18.04698,5.0,4,12.0,1961,0.0,23,3684,2,0.0,0,4,0,1,0,1,0,1,4842.8574,89758.6
27,1.0,39.861633,17.840864,12.0,7,25.0,2013,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,4003.863,103567.516
61,2.0,56.559032,33.345745,8.0,6,12.0,1982,0.30032253,52,10311,6,0.0,1,9,0,1,0,1,0,1,3805.7988,275564.1
23,1.0,55.167583,33.957916,9.0,12,17.0,2012,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,2893.0127,118852.95
9,3.0,73.77039,51.639275,11.065559,10,1.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3923.026,235659.0
30,1.0,29.833612,20.883528,4.475042,2,17.0,2015,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,5349.688,68185.05
113,1.0,101.7377,74.88132,16.0,23,24.0,2019,0.050755568,24,5469,1,145.0,0,1,0,1,0,1,0,1,1568.745,396825.94
62,1.0,45.573547,44.46228,6.8360324,4,17.0,2015,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3502.043,138216.58
62,1.0,42.25897,29.581278,6.3388457,6,9.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3776.7253,119183.59
9,1.0,41.742146,22.481789,8.0,3,10.0,1996,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3823.486,134320.39
27,1.0,42.07583,29.45308,6.3113747,12,1.0,1977,0.21140121,9,1892,0,0.0,0,1,0,1,0,1,0,1,3793.1638,109028.7
23,1.0,36.482037,25.537426,5.472306,8,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,4374.77,116568.92
27,3.0,74.148094,43.12487,11.0,7,1.0,1977,0.017647052,2,469,0,0.0,0,0,0,1,0,1,0,1,3903.0425,213372.86
11,1.0,34.31677,19.64295,5.0,3,9.0,1972,0.000169676,36,5992,0,0.0,1,1,0,1,0,1,0,1,4650.8027,173682.62
99,2.0,47.632587,31.762613,5.0,7,9.0,1971,0.012338886,35,5776,1,2078.0,2,4,0,1,0,1,0,1,4519.013,222706.17
25,2.0,52.938824,32.44802,8.0,7,17.0,1995,0.18878376,31,6137,4,0.0,0,1,0,1,0,1,0,1,4066.0574,217783.67
85,1.0,48.990532,34.293373,7.34858,5,17.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3257.783,124761.836
42,2.0,62.804096,30.996428,11.0,13,24.0,2010,0.15824905,21,5731,0,0.0,1,0,0,1,0,1,0,1,3427.3608,80678.66
48,2.0,61.100006,33.868023,10.0,15,16.0,1981,0.041124634,46,9515,5,0.0,1,10,0,1,0,1,0,1,3522.9504,320924.53
157,2.0,48.185944,33.156376,7.0,9,8.0,1963,0.0,30,7538,87,4702.0,5,5,0,1,0,1,0,1,4467.118,425837.4
108,2.0,53.28275,37.088596,7.0,3,9.0,1960,0.0,25,5027,4,46.0,1,1,0,1,0,1,0,1,4039.8123,378901.97
121,2.0,61.120888,35.70418,6.0,6,5.0,1958,0.21251535,19,3293,16,628.0,3,7,0,1,0,1,0,1,3521.7468,285184.62
44,2.0,55.79954,32.78126,9.0,7,16.0,1982,0.12219048,25,4724,2,1308.0,1,3,0,1,0,1,0,1,3857.5999,308100.38
32,1.0,30.306381,16.864075,5.0,4,5.0,1967,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,5266.235,155749.39
14,2.0,46.41709,26.437525,5.0,4,5.0,1962,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,4637.35,210796.52
6,2.0,67.9723,64.71202,10.0,15,17.0,2018,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3166.7651,189382.66
1,3.0,79.03802,55.32661,7.0,17,17.0,2018,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3661.569,237723.06
9,2.0,64.29461,45.006226,9.644192,10,1.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3347.9058,180420.6
9,2.0,55.707043,30.094288,8.0,5,14.0,1995,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3864.0051,173282.95
6,3.0,82.81566,57.97096,12.422349,13,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3494.5464,217304.11
14,1.0,33.191948,21.66118,10.0,12,12.0,1973,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,4808.4106,155488.9
6,1.0,48.128113,45.023533,7.2192173,21,1.0,2013,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3316.16,146950.9
59,1.0,46.901814,44.01657,10.0,13,21.0,2018,0.019508796,37,7687,11,176.0,5,5,0,1,0,1,0,1,3402.8645,298166.4
58,1.0,35.569553,25.445807,5.335433,7,12.0,1974,0.31019914,11,2748,1,0.0,0,0,0,1,0,1,0,1,4486.998,132632.69
94,3.0,61.4112,46.574818,5.0,9,9.0,1976,0.1273759,43,8429,3,0.0,3,9,0,1,0,1,0,1,4712.547,242323.81
104,2.0,81.63482,45.23633,9.0,6,9.0,1955,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,2636.7708,418817.4
30,2.0,62.865845,44.006092,9.429877,12,17.0,1977,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,3423.9944,168439.19
61,1.0,39.203915,25.599245,6.0,5,9.0,1982,0.30032253,52,10311,6,0.0,1,9,0,1,0,1,0,1,4071.0352,182629.12
32,2.0,48.69115,32.59804,5.0,3,5.0,1973,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,4420.7686,211301.02
55,1.0,39.15731,19.303112,8.0,5,14.0,1996,0.041365445,31,5569,0,0.0,1,4,0,1,0,1,0,1,4075.8804,166947.98
52,2.0,68.93585,48.255096,10.340378,16,17.0,1977,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,3122.5015,168600.62
53,2.0,48.90775,29.318262,5.0,3,9.0,1968,0.34107193,27,5664,48,2300.0,3,11,0,1,0,1,0,1,4401.19,201788.7
29,1.0,31.651846,18.820389,5.0,7,9.0,1970,0.06966034,31,6119,4,0.0,1,2,0,1,0,1,0,1,5042.3765,165871.06
17,2.0,46.42115,30.595303,6.963173,7,5.0,1962,0.0,18,3374,5,620.0,1,2,0,1,0,1,0,1,4636.9443,233488.34
57,2.0,47.91304,28.97413,5.0,6,4.0,1963,0.13321534,49,11395,3,1406.0,3,4,0,1,0,1,1,0,4492.562,169322.94
19,3.0,65.77099,48.688877,8.0,6,16.0,1978,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,4400.1646,295961.94
66,3.0,80.05983,54.14822,8.0,5,5.0,1960,0.16197556,31,7010,5,4508.0,3,7,0,1,1,0,0,1,3614.836,444344.8
11,1.0,36.931973,20.722862,8.0,5,5.0,1960,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,4321.4727,162912.19
80,3.0,61.82343,47.920345,5.0,8,9.0,1977,0.0,39,8647,0,810.0,0,5,0,1,0,1,0,1,4681.1245,233005.92
23,1.0,27.911198,27.60312,4.18668,3,6.0,2017,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,5718.154,65608.07
41,2.0,41.35732,24.699457,6.0,5,14.0,1972,0.17505486,36,10055,3,0.0,1,0,0,1,0,1,0,1,5204.697,215452.97
93,1.0,40.422993,18.755571,8.0,7,16.0,2005,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,3948.2607,141704.8
39,1.0,34.32533,21.045252,9.0,14,1.0,1970,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,4649.6426,148532.77
23,2.0,68.983444,67.12267,10.347517,1,3.0,2014,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,3120.3472,170924.69
1,2.0,63.121323,62.673653,9.468199,24,24.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3410.136,158541.34
124,4.0,89.06827,55.047455,10.0,3,9.0,1999,0.12209035,29,6566,7,1894.0,4,0,0,1,0,1,0,1,4291.942,514738.22
27,2.0,67.98372,47.588604,10.197558,8,1.0,2019,0.21140121,9,1892,0,0.0,0,1,0,1,0,1,0,1,3166.2332,152932.62
107,3.0,57.015804,41.776794,5.0,3,5.0,1963,0.050272014,21,4231,14,1020.0,0,3,0,1,0,1,0,1,5075.841,267131.2
1,1.0,39.8052,27.863638,5.97078,6,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,4009.5396,142301.67
1,2.0,65.47015,45.829105,9.820523,10,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3287.7927,222015.33
9,2.0,52.451706,24.406168,9.0,9,12.0,2010,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,4103.819,77093.07
74,3.0,77.63533,49.41492,10.0,3,17.0,1989,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,3727.7249,287708.0
144,1.0,41.77268,22.361177,8.0,5,14.0,1987,0.30697748,27,5148,14,1575.0,5,7,0,1,0,1,0,1,3820.6914,198721.88
30,2.0,61.424774,42.99734,13.0,3,19.0,2015,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,3504.3237,133166.16
61,2.0,56.29633,32.09671,8.0,4,12.0,1982,0.30032253,52,10311,6,0.0,1,9,0,1,0,1,0,1,3823.5583,258615.8
27,2.0,70.62857,49.44,10.594286,4,1.0,1977,0.017647052,2,469,0,0.0,0,0,0,1,0,1,0,1,3047.666,201472.62
9,2.0,60.13324,42.093266,9.019986,13,11.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3579.589,175670.98
1,3.0,86.50156,60.55109,12.975234,13,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3345.641,301942.88
9,2.0,50.476307,27.127443,8.0,10,10.0,2011,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,4264.4224,183433.61
9,1.0,38.49655,19.712616,10.0,12,12.0,1968,0.31019914,11,2748,1,0.0,0,0,0,1,0,1,0,1,4145.8394,155335.33
90,1.0,48.407574,19.346737,8.0,5,15.0,1973,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,3297.0154,91329.61
62,2.0,73.935905,51.755135,11.090386,14,1.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,2911.3364,168061.11
46,3.0,64.66065,37.300323,8.0,7,9.0,1976,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1,4475.7227,285774.66
39,1.0,33.675064,19.842905,6.0,8,9.0,1970,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,4739.4272,161201.77
1,1.0,43.87229,30.710604,6.580844,11,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3637.8433,128135.7
58,1.0,40.493217,21.594234,9.0,12,14.0,1974,0.31019914,11,2748,1,0.0,0,0,0,1,0,1,0,1,3941.4136,116443.945
76,1.0,41.752853,29.226997,6.2629285,4,1.0,1977,0.0,7,1660,39,1786.0,1,5,0,1,0,1,0,1,3822.5056,76470.72
27,2.0,63.58126,44.50688,9.5371895,14,17.0,1977,0.017647052,2,469,0,0.0,0,0,0,1,0,1,0,1,3385.4675,192305.38
47,3.0,79.148544,49.527374,10.0,5,16.0,1983,0.10187247,23,4583,3,0.0,3,3,0,1,0,1,0,1,3656.4558,293760.75
1,2.0,67.9639,47.574726,10.194585,11,24.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3167.1565,212208.78
11,2.0,37.22936,22.581709,7.0,3,12.0,1969,0.03869299,28,6533,1,1015.0,2,5,0,1,0,1,0,1,5781.789,203027.22
46,2.0,45.55109,43.50073,5.0,8,9.0,1971,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1,4725.5137,241097.75
146,3.0,106.86764,64.34176,14.0,4,22.0,2011,0.23610845,16,3893,27,0.0,3,10,0,1,0,1,0,1,2708.0522,610557.4
44,1.0,34.060776,23.202477,5.0,3,9.0,1968,0.12219048,25,4724,2,1308.0,1,3,0,1,0,1,0,1,4685.757,163193.81
11,3.0,57.265163,46.064636,5.0,7,9.0,1973,0.000169676,36,5992,0,0.0,1,1,0,1,0,1,0,1,5053.7383,244577.36
57,2.0,45.948994,30.74714,6.0,3,9.0,1974,0.13321534,49,11395,3,1406.0,3,4,0,1,0,1,1,0,4684.5923,178471.11
28,3.0,72.65171,50.993668,7.0,4,4.0,1950,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,3983.4321,260791.88
27,1.0,37.835495,26.484846,5.6753244,15,15.0,1977,0.011654127,4,915,0,0.0,0,0,0,1,0,1,0,1,4218.275,124685.84
62,3.0,88.81977,62.17384,13.322967,6,17.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3258.319,193098.66
148,2.0,50.7514,33.102657,8.0,7,12.0,1970,0.31392455,22,4625,11,3855.0,2,10,0,1,0,1,0,1,4241.3076,231212.05
23,1.0,37.53014,26.271097,5.6295214,18,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,4252.5957,117697.98
1,3.0,31.11395,19.799744,6.0,6,5.0,1975,0.014580716,3,760,1,0.0,0,0,0,1,0,1,0,1,9301.3955,114756.61
30,2.0,64.174706,44.922295,9.626206,16,17.0,1977,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,3354.1611,190032.45
62,1.0,36.190304,17.996515,6.0,2,9.0,1979,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,4410.035,162538.0
84,3.0,53.430412,34.603687,6.0,8,9.0,1970,0.14966637,22,4789,2,4087.0,4,1,0,1,0,1,0,1,5416.45,220804.81
49,1.0,37.420776,21.92875,6.0,5,9.0,1971,0.020741327,24,5613,5,1340.0,2,5,0,1,0,1,0,1,4265.024,182248.19
45,1.0,42.71331,29.899317,6.4069967,5,9.0,1977,0.19578105,23,5212,6,0.0,3,2,0,1,0,1,0,1,3736.5522,282454.66
74,3.0,83.84337,45.47593,12.0,5,17.0,2004,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,3451.712,332394.84
27,2.0,79.22705,55.458935,11.884058,9,9.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,2716.904,167023.97
1,1.0,40.94942,20.690105,8.0,11,14.0,1990,0.025609156,33,5261,0,240.0,3,1,0,1,0,1,0,1,3897.5037,161978.47
99,1.0,34.419605,19.754837,6.0,6,9.0,1971,0.012338886,35,5776,1,2078.0,2,4,0,1,0,1,0,1,4636.907,161215.98
21,3.0,60.308514,41.100746,5.0,7,5.0,1972,0.3940942,3,662,0,35.0,0,0,0,1,0,1,0,1,4798.7114,182436.67
122,2.0,58.13696,36.379116,9.0,16,17.0,2000,0.03349371,66,10573,1,1322.0,3,8,0,1,0,1,0,1,3702.5037,268882.06
46,3.0,55.46187,42.32602,5.0,4,5.0,1964,0.18878376,31,6137,4,0.0,0,1,0,1,0,1,0,1,5218.056,234273.45
56,3.0,74.47287,45.589962,9.0,12,17.0,1986,0.0,23,5067,4,0.0,2,6,0,1,0,1,0,1,3886.0212,476299.2
19,3.0,79.33463,45.108803,12.0,6,14.0,2015,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,3647.8792,349701.06
23,2.0,64.94848,45.463936,9.742272,9,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3314.2007,165785.61
44,2.0,46.548687,31.886772,6.0,3,12.0,1981,0.12219048,25,4724,2,1308.0,1,3,0,1,0,1,0,1,4624.2397,281986.0
23,2.0,65.372086,45.76046,9.805813,8,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3292.7249,173760.23
9,2.0,57.21397,31.383846,11.0,7,10.0,1998,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3762.2332,118059.01
39,1.0,40.668346,23.660357,8.0,10,17.0,1990,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,3924.4407,166071.89
202,2.0,42.353485,30.66118,6.0,4,6.0,1933,0.0,30,7538,87,4702.0,5,5,0,1,0,1,0,1,5082.281,502085.88
